Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           , 0.024855 ,   0.024863 , 0.111289 ,    6.613734 ,      5.910882 ,   18.623134 ,      7.821317 ,        Not run
Basic_DAXPY               , 0.304475 ,   0.294297 , 0.294070 ,    0.236988 ,      0.236549 ,    0.464121 ,      0.227246 ,        Not run
Basic_IF_QUAD             , 1.416170 ,   1.400521 , 1.426129 ,    0.110943 ,      0.115571 ,    0.187434 ,      0.114969 ,        Not run
Basic_INIT3               , 1.028796 ,   1.013496 , 0.832619 ,    0.162307 ,      0.048825 ,    0.068921 ,      0.052355 ,        Not run
Basic_INIT_VIEW1D         , 0.880058 ,   0.883235 , 1.124221 ,    0.048957 ,      0.037546 ,    0.092774 ,      0.042035 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.900710 ,   0.891423 , 1.155478 ,    0.037239 ,      0.037862 ,    0.102760 ,      0.041065 ,        Not run
Basic_MULADDSUB           , 0.803908 ,   0.792431 , 0.588057 ,    0.036438 ,      0.036566 ,    0.056084 ,      0.037670 ,        Not run
Basic_NESTED_INIT         , 0.867188 ,   0.857142 , 0.937768 ,    0.059723 ,      0.085849 ,    0.135162 ,      0.031075 ,        Not run
Basic_REDUCE3_INT         , 0.017005 ,   0.016705 , 0.129830 ,    0.009140 ,      0.008854 ,    0.043873 ,      0.014953 ,        Not run
Basic_TRAP_INT            , 0.381882 ,   0.394217 , 0.403365 ,    0.193723 ,      0.193573 ,    0.312353 ,      0.116192 ,        Not run
Stream_ADD                , 1.013180 ,   1.120181 , 1.070525 ,    0.057311 ,      0.058025 ,    0.112064 ,      0.056924 ,        Not run
